Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.53852844238281,72.59890677347013,71.29231880429238,71.54590484669842,135480400
2020-01-03,71.83329772949219,72.59406313642577,71.60869213351766,71.76567430155144,146322800
2020-01-06,72.40567779541016,72.44432080433776,70.7030121336898,70.95418800651902,118387200
2020-01-07,72.0651626586914,72.67135607636844,71.84538465436648,72.41535254834196,108872000
2020-01-08,73.22441101074219,73.52630260685811,71.76808624589498,71.76808624589498,132079200
2020-01-09,74.77975463867188,74.97296230565743,73.9513658951312,74.20253438813242,170108400
2020-01-10,74.94880676269531,75.51395427727236,74.446462424671,75.01402005997716,140644800
2020-01-13,76.55003356933594,76.5766038580251,75.14684225138329,75.2651887494365,121532000
2020-01-14,75.5163803100586,76.69738393857047,75.39321353332888,76.48726853727727,161954400
2020-01-15,75.19275665283203,76.19745295500711,74.76044574351113,75.31593080536074,121923600
2020-01-16,76.13462829589844,76.24572968842827,75.37386309518617,75.73613294032523,108829200
2020-01-17,76.97753143310547,76.97994155406593,76.07668423312775,76.38340344954888,137816400
2020-01-21,76.45587921142578,77.04758246753113,76.31821483981187,76.60561630178384,110843200
2020-01-22,76.72876739501953,77.28182746630861,76.63457368368562,76.94129287751667,101832400
2020-01-23,77.09827423095703,77.17797035715289,76.23365270464286,76.78189247630218,104472000
2020-01-24,76.87609100341797,78.08848500678306,76.68529344990502,77.34462735281411,146537600
2020-01-27,74.61550903320312,75.29657068258192,73.63254850151056,74.88358515799297,161940000
2020-01-28,76.72636413574219,76.89783652233591,75.39804092914581,75.49706227081296,162234000
2020-01-29,78.3324203491211,79.1801343637196,77.6175430675433,78.35899064388555,216229200
2020-01-30,78.21891784667969,78.27205107194843,76.98237082631806,77.4146817332591,126743200
2020-01-31,74.75079345703125,77.93151989975665,74.4561468983136,77.50887157038966,199588400
2020-02-03,74.54549407958984,75.71200004458515,72.99014787932889,73.49249228699044,173788400
2020-02-04,77.00653076171875,77.19732836608448,75.74583081853675,76.15157146520623,136616400
2020-02-05,77.63445281982422,78.43386124893598,77.03066957303884,78.13437974665777,118826800
2020-02-06,78.54251861572266,78.54493610664728,77.34703250149894,77.90492749554984,105425600
2020-02-07,77.47492218017578,78.2907522912515,76.98348700831134,78.04140355652011,117684000
2020-02-10,77.8428955078125,77.8428955078125,75.97883426440146,76.05871954270658,109348800
2020-02-11,77.37323760986328,78.41179042644524,77.15536130814662,78.33916745517011,94323200
2020-02-12,79.2106704711914,79.21550953939415,77.8235127844516,77.8235127844516,113730400
2020-02-13,78.64662170410156,78.97343988034811,78.27865296968668,78.48200469564426,94747600
2020-02-14,78.6659927368164,78.91534147799902,78.15760972810558,78.61514926442095,80113600
2020-02-18,77.2255630493164,77.40712785272389,76.1628001871837,76.34436499059119,152531200
2020-02-19,78.34402465820312,78.57400976696101,77.46767279180867,77.46767279180867,93984000
2020-02-20,77.54029083251953,78.5933684199213,77.0343310134274,78.10435642626537,100566000
2020-02-21,75.78515625,77.57660179653178,75.16783878997336,77.13357947900434,129554000
2020-02-24,72.18534088134766,73.63785968182607,70.01867143670297,71.96262546916086,222195200
2020-02-25,69.74024963378906,73.23840120801118,69.26818556775696,72.85590793147738,230673600
2020-02-26,70.84660339355469,72.11271828103145,69.35777309270347,69.36503539122887,198054800
2020-02-27,66.21549224853516,69.23673421957639,66.07992440892687,68.0505119290574,320605600
2020-02-28,66.1767578125,67.3992989911438,62.0637108077199,62.27917132496963,426510000
2020-03-02,72.33784484863281,72.97453333535833,67.23224297649529,68.3361564954498,341397200
2020-03-03,70.04046630859375,73.5942942720579,69.18831712034967,73.51440897960677,319475600
2020-03-04,73.28924560546875,73.44902354050599,70.9627984910642,71.76410400685508,219178400
2020-03-05,70.91197204589844,72.51699913623247,70.54641911205819,71.54139095760931,187572800
2020-03-06,69.97026062011719,70.40359752261656,68.08198888011519,68.26839282499563,226176800
2020-03-09,64.4361572265625,67.32182373363995,63.668739886760385,63.8503047343462,286744800
2020-03-10,69.07695770263672,69.34325431741347,65.21083618798149,67.09185293080515,285290000
2020-03-11,66.6778793334961,68.07956216167183,65.81362880191305,67.15237416724361,255598800
2020-03-12,60.09312057495117,65.36334381218688,60.03744172378647,61.95960879581329,418474000
2020-03-13,67.29277801513672,67.76484959839499,61.23577335258076,64.12629016039305,370732000
2020-03-16,58.635772705078125,62.719767078130026,58.10075991551945,58.57282785104368,322423600
2020-03-17,61.21397399902344,62.36388083182577,57.71340264383957,59.91881013868682,324056000
2020-03-18,59.71546173095703,60.52161001969285,57.403535489415574,58.04506677199188,300233600
2020-03-19,59.2579231262207,61.209139394324836,58.73259595357314,59.88976893183757,271857200
2020-03-20,55.49589538574219,60.96462703593952,55.19570687816326,59.83892290297791,401693200
2020-03-23,54.31694030761719,55.31675861475192,51.47000473892812,55.21508274022157,336752800
2020-03-24,59.76630401611328,59.962393449772364,56.720856028881734,57.21955352533474,287531200
2020-03-25,59.43706130981445,62.51882052847167,59.14171556978869,60.703172304024285,303602000
2020-03-26,62.56482696533203,62.62292535314042,59.64042200804535,59.67915672921516,252087200
2020-03-27,59.97449493408203,61.942655145225594,59.80745470235101,61.18734664760273,204216800
2020-03-30,61.68603515625,61.85791812604091,60.376346842236416,60.700745426493526,167976400
2020-03-31,61.56016540527344,63.54527367451045,61.005789027148815,61.87730177654374,197002000
2020-04-01,58.3210563659668,60.21175123504188,57.8901427153891,59.674318939342214,176218400
2020-04-02,59.29423522949219,59.34749454652656,57.350281239576255,58.18305925799057,165934000
2020-04-03,58.44209289550781,59.48064217824671,57.85140134510496,58.77859292542469,129880000
2020-04-06,63.540435791015625,63.6953672894155,60.371524799496335,60.73949357260216,201820400
2020-04-07,62.80448913574219,65.77489475614705,62.70039373005676,65.55701102978264,202887200
2020-04-08,64.41194915771484,64.72665861508077,63.240251523791564,63.605797071493534,168895200
2020-04-09,64.87676239013672,65.38030647544825,64.0803030799883,65.04864913400917,161834800
2020-04-13,66.15013885498047,66.25908073963392,64.35385370017553,64.9542309045945,131022800
2020-04-14,69.49089813232422,69.78140476734453,67.31212053334382,67.78419196827916,194994800
2020-04-15,68.85663604736328,69.31659875028247,67.93671064152491,68.36520092897909,131154400
2020-04-16,69.40377807617188,69.76933104897813,68.35312357088294,69.57081834931556,157125200
2020-04-17,68.4620590209961,69.46672390302615,67.02406462466632,68.91960605068904,215250000
2020-04-20,67.04100036621094,68.19091103013936,67.02163670043845,67.28793327913718,130015200
2020-04-21,64.96874237060547,67.11847132681476,64.25700758407963,66.8836471640781,180991600
2020-04-22,66.84007263183594,67.27582530173389,65.89593692179542,66.23727232674312,116862400
2020-04-23,66.5810317993164,68.2078529350214,66.5422970832411,66.78438351779307,124814400
2020-04-24,68.50320434570312,68.51288987249583,67.05794791639367,67.10636816246496,126161200
2020-04-27,68.5516357421875,68.88329305683456,67.77211693615625,68.21997103964695,117087600
2020-04-28,67.4404525756836,69.1955796657155,67.34846591334697,69.01401479433288,112004800
2020-04-29,69.6555404663086,70.12518879426327,68.72592933750241,68.92928107931384,137280800
2020-04-30,71.125,71.30172577794379,69.80563320705274,70.19538886698345,183064000
2020-05-01,69.97993469238281,72.38385146458401,69.2004159964793,69.29724910279991,240616800
2020-05-04,70.9700698852539,71.09837541785019,69.31419932975179,70.00414724151751,133568000
2020-05-05,72.03524017333984,72.86801811424831,71.2847707351164,71.43002407604543,147751200
2020-05-06,72.77843475341797,73.4102767037586,72.35236033033152,72.7372768152328,142333600
2020-05-07,73.53136444091797,73.8775538133109,73.10287391808527,73.40548209779918,115215200
2020-05-08,75.28152465820312,75.33492815693087,73.86391326493965,74.19161621586483,133838400
2020-05-11,76.46607208251953,76.96125986084341,74.57996416486573,74.78872589751907,145946400
2020-05-12,75.59220123291016,77.60210241325883,75.47083037079274,77.15059895407951,162301200
2020-05-13,74.67951202392578,76.69427337454634,73.60173785754363,75.77185010542999,200622400
2020-05-14,75.13829040527344,75.19897584845612,73.19392643517533,73.91729958475361,158929200
2020-05-15,74.69405364990234,74.74017516998981,72.87349072399537,72.90747812106594,166348400
2020-05-18,76.4539566040039,76.82778105681554,75.32763848421635,76.01945410801251,135178400
2020-05-19,76.01216888427734,77.31811351260087,75.98061126581322,76.47094702256406,101729600
2020-05-20,77.49046325683594,77.56085304131686,76.83262768101243,76.8714672558423,111504800
2020-05-21,76.91275024414062,77.8934293106206,76.67486058412483,77.35211236339255,102688800
2020-05-22,77.4079360961914,77.49046741917871,76.54862805066547,76.65057545816492,81803200
2020-05-26,76.88359832763672,78.70658386082842,76.82776505743689,78.52695733358873,125522000
2020-05-27,77.21858215332031,77.36422869926452,76.00002111496565,76.74038797022739,112945200
2020-05-28,77.2525634765625,78.51239377679266,76.61658126415462,76.89330301256463,133560800
2020-05-29,77.17731475830078,77.95651372350704,76.82048407944905,77.49530586711329,153532400
2020-06-01,78.12644958496094,78.24782048460888,77.00012408043993,77.13120672626943,80791200
2020-06-02,78.48814392089844,78.51241958594021,77.41765154122507,77.85944345814923,87642800
2020-06-03,78.92019653320312,79.18236177148373,78.2356630206697,78.80853740247117,104491200
2020-06-04,78.24053192138672,79.04157682827717,77.86670750782196,78.74300918140095,87560400
2020-06-05,80.4688949584961,80.52958039964126,78.46142323225453,78.49055105874169,137250400
2020-06-08,80.9446792602539,80.97866666833863,79.45424844734958,80.16548014966298,95654400
2020-06-09,83.50074768066406,83.89398820325025,80.59270571799298,80.62426333660154,147712400
2020-06-10,85.64899444580078,86.11748422497571,84.01048770475796,84.44984966046565,166651600
