Price,Close,High,Low,Open,Volume
Ticker,IBM,IBM,IBM,IBM,IBM
Date,,,,,
2020-01-02,100.56517791748047,100.93648682496867,100.08247752301381,100.25327464233277,3293436
2020-01-03,99.76316833496094,100.14932870420172,99.18392185475894,99.1913475598335,2482890
2020-01-06,99.58492279052734,99.68888264406458,98.91656203564074,99.07993937245034,2537073
2020-01-07,99.65174865722656,100.22356933869186,99.06508842072448,99.28044568529383,3232977
2020-01-08,100.48351287841797,100.89195632851686,99.45127458399944,99.8894208572541,4545916
2020-01-09,101.54544830322266,101.58258275642697,100.48350724518215,100.80283035522923,3902208
2020-01-10,101.50831604003906,102.38460855632812,101.22612737710813,101.73853069058121,3405148
2020-01-13,101.44147491455078,101.47118958823705,100.30527682138533,100.60974851570239,3693426
2020-01-14,100.86224365234375,101.84250795201552,100.66174366572584,101.20384983077334,3850326
2020-01-15,101.45633697509766,102.52569778198651,100.78054446819156,100.99590769694285,4232011
2020-01-16,102.46629333496094,102.62223907154358,101.7459584413626,101.97616123044126,4519661
2020-01-17,102.71134948730469,102.72620089637243,101.11472226473562,101.3969108897035,5881972
2020-01-21,103.34999084472656,103.4836653728209,102.1840782445266,102.34003581153007,7577329
2020-01-22,106.85514068603516,108.26611935785867,105.86003702289146,106.43185775190075,17228038
2020-01-23,106.09767150878906,107.24130098733664,105.56298528777732,107.08534343161692,5918059
2020-01-24,104.38224029541016,106.87743125998048,104.30798324541878,106.48385111600388,5836889
2020-01-27,102.94156646728516,104.0183708157955,102.55540607284529,102.85245800057555,4358264
2020-01-28,103.63219451904297,104.31540681451524,103.0381025394802,103.59507191903916,3610374
2020-01-29,102.25093078613281,103.65447798278987,102.18409351209932,103.35000628650114,3194275
2020-01-30,101.56774139404297,101.71625551618882,100.23103132594706,101.56030976159401,5290563
2020-01-31,106.73634338378906,106.97397781079225,104.55304375002838,106.11996834725623,19868352
2020-02-03,108.6225814819336,109.37261915014876,106.86257684613602,107.12249429282203,9295488
2020-02-04,110.73162841796875,110.9321284033384,109.07559525670872,109.74394434485149,5879566
2020-02-05,116.09329986572266,116.91760641400353,111.50392995514687,111.54848418278021,15048593
2020-02-06,116.41261291503906,117.890428752034,115.41750932020783,116.45717899151443,8786923
2020-02-07,115.11448669433594,116.71277969741396,114.74679774401261,115.9699045399059,6718876
2020-02-10,115.87987518310547,115.88737244058697,113.74131242763067,114.78432945128351,5480831
2020-02-11,115.16703033447266,116.47266700741626,114.60424496248211,116.39763454682762,4011515
2020-02-12,116.54019927978516,116.75781137469572,115.19704042209565,115.36962106533512,4641939
2020-02-13,115.78982543945312,116.18001817306225,115.11449738964494,115.83485689060016,3996452
2020-02-14,113.08099365234375,115.97742621284108,112.3831498669488,115.87236879392358,6379763
2020-02-18,113.38113403320312,113.59123689193603,112.28560026476362,112.39815493992589,3496778
2020-02-19,113.2010498046875,113.97393805423714,112.78835330065503,113.71130647360718,2858613
2020-02-20,113.47116088867188,113.77130263328591,112.18802828285176,113.16350991163006,3013003
2020-02-21,112.4356689453125,113.33611835320988,111.68529643480639,113.33611835320988,3699597
2020-02-24,109.87690734863281,111.09251712071155,109.0890245460124,109.18657273905261,5703210
2020-02-25,106.33514404296875,110.35713510406032,105.9974800335102,109.9369294065409,6497229
2020-02-26,104.86442565917969,108.09853444893415,104.75187097483368,107.22809798334745,5656663
2020-02-27,99.8819580078125,104.06903295822275,99.8069255442194,102.98099636564399,8808471
2020-02-28,97.66085052490234,98.3662035246959,94.81694675336011,97.53328936010395,13607832
2020-03-02,100.77489471435547,100.87995213618335,96.01004001883979,98.1110806673448,8923844
2020-03-03,96.72288513183594,102.12555105102167,95.8974742623263,100.90995346478906,8259321
2020-03-04,100.7148666381836,100.75988611383198,96.7979267395473,98.73388994515375,5226234
2020-03-05,97.21062469482422,99.26663961314995,96.38521383650732,97.92347489974271,5696725
2020-03-06,95.84496307373047,96.29518781103744,93.43627120853284,95.07208076781839,8570192
2020-03-09,88.4012680053711,91.85297649780392,88.0035660543211,90.1646384789391,11252345
2020-03-10,93.62385559082031,93.7063972839563,86.8630058700448,92.13061983314641,11935592
2020-03-11,88.52130889892578,91.98051997164032,87.32821525165087,90.80243880064387,8835039
2020-03-12,77.14566802978516,82.39076425530278,76.74797219666078,82.27820962173097,13088284
2020-03-13,81.00260925292969,81.91056193082262,75.64495609341259,81.55038215816343,13077197
2020-03-16,74.3468017578125,80.59739386279718,71.28528627974262,73.53639743161656,11054128
2020-03-17,80.02711486816406,80.5898941780489,72.86106670581133,75.49487339701436,9684182
2020-03-18,77.70098876953125,80.23724206838511,74.5869435069908,74.5944467543428,9176035
2020-03-19,75.29226684570312,77.80600940697725,73.71648372600117,76.78550230077241,8782739
2020-03-20,71.57793426513672,75.78001500679017,71.06767766853137,75.72748630281853,11031639
2020-03-23,71.11270141601562,73.34130288824853,67.95363769069404,70.98514026404632,10176952
2020-03-24,79.14917755126953,79.56938320839771,74.48186591342876,75.02963870721833,8340699
2020-03-25,79.42681884765625,84.40178168889057,77.160695131814,79.14918081694698,9052084
2020-03-26,84.70944213867188,84.90453850758784,79.21672483734369,80.22221966537981,7482561
