Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2020-01-01,598.7468872070312,599.4024951187627,595.0006216125389,597.5761792087524,3673698
2020-01-02,602.5634155273438,603.1487695350447,598.934220679598,598.934220679598,6137166
2020-01-03,593.9703979492188,601.7438873176704,591.7226158160277,600.4326715460633,10855550
2020-01-06,581.1160278320312,590.8797785122807,578.7980488029445,590.0368458670795,10890186
2020-01-07,590.3177490234375,595.398609953863,586.4075960107816,589.5216905047432,14724494
2020-01-08,588.7724609375,591.043622911828,580.6945761393262,583.9256843278167,11332110
2020-01-09,595.375244140625,597.4357015572075,591.488470896538,592.3782203677298,9546316
2020-01-10,600.6668090820312,602.6336327261662,597.1078683647296,601.3224169634096,9214580
2020-01-13,602.212158203125,607.129131501051,597.5293264908146,600.6668008726733,7451568
2020-01-14,603.8511352539062,605.2794217583213,598.2317373298683,603.616993673738,7886290
2020-01-15,601.3927001953125,603.125325171637,596.6396142779122,602.3995205090044,11787448
2020-01-16,602.98486328125,604.5536005408957,599.0980899243885,600.3624888401814,7150400
2020-01-17,598.5361328125,601.6970441447487,595.6093630604179,600.221940757005,16918814
2020-01-20,587.6485595703125,611.0392809709797,586.5246685332429,611.0392809709797,22178450
2020-01-21,582.7081298828125,585.3539411294116,579.9218679884249,585.3539411294116,14984804
2020-01-22,581.0691528320312,587.6953710377811,578.0487492885009,584.440825912164,18368310
2020-01-23,582.9423217773438,583.8788881639928,576.4566109824942,580.6711597224149,11508920
2020-01-24,582.8018188476562,587.2270717622948,580.2496413748494,583.4808065516901,11831756
2020-01-27,568.12109375,578.3296892680551,567.4421060490411,578.3296892680551,18888552
2020-01-28,572.8040161132812,574.9581646721402,568.1446209049011,570.7436156606883,13412158
2020-01-29,578.727783203125,581.607736325354,572.3591430947375,573.7874297248563,13788350
2020-01-30,574.1386108398438,580.1794180798821,569.9942590011786,580.1794180798821,12111984
2020-01-31,574.255615234375,579.6408711360658,571.4224794815769,576.667227581315,11178268
2020-02-03,558.5681762695312,560.9797888134281,551.4970548207772,560.5349426766924,13077010
2020-02-04,575.8947143554688,577.8614809715042,561.0032854164198,561.0032854164198,20897704
2020-02-05,582.8486328125,584.4173699288939,574.7239316103653,578.2828721099305,18020682
2020-02-06,580.5775756835938,584.7452507304201,579.3599935458667,582.8487379330788,11827550
2020-02-07,581.7013549804688,583.9491371548752,576.7375646057527,583.4808539654967,6815448
2020-02-10,580.8116455078125,582.0525501922577,574.1386102561358,582.0525501922577,9219834
2020-02-11,580.9520874023438,587.6953764613679,579.7579996207648,582.2164862553642,11613520
2020-02-12,584.8856201171875,586.711935727989,582.5676415257449,583.1061213859517,6297930
2020-02-13,581.3268432617188,589.9900834653895,577.6742110131562,589.9900834653895,9112140
2020-02-14,571.0010375976562,584.6046857341571,568.9640173632472,582.1695790983891,14688858
2020-02-17,569.970947265625,577.3932250601827,568.7065482411276,573.6469592041556,10152690
2020-02-18,568.1446533203125,570.6031403839281,563.5788916307407,569.8538986162847,10529116
2020-02-19,574.6770629882812,575.9882786831923,568.4489313461308,572.476155032685,10012268
2020-02-20,569.9473876953125,575.9882515220175,568.5425383013563,575.9882515220175,11123414
2020-02-24,566.5991821289062,568.8469641446502,561.9397875888703,566.1308989725823,16568084
2020-02-25,562.080322265625,566.1543630549734,561.0032480892127,563.8129471614458,13886680
2020-02-26,561.5885620117188,564.1406822882644,555.2199226682114,560.7690665074281,13814786
2020-02-27,561.6823120117188,563.1105987658731,553.0425090582088,559.598474449246,20655098
2020-02-28,551.4736938476562,554.9155637598008,547.9381330021938,550.466873586199,24313056
2020-03-02,552.3867797851562,562.4783043042779,546.0883944258236,562.0334010237813,14664898
2020-03-03,553.4171142578125,555.0794853366455,546.9547831666513,550.2327656000131,22369550
2020-03-04,537.9871215820312,552.5741541170534,530.6116614741129,551.8014754349575,34288870
2020-03-05,539.1577758789062,545.5498521023268,535.1305523518747,539.9304544841054,19549708
2020-03-06,531.45458984375,534.2642889101579,515.5797786858506,526.8185749514822,23053566
2020-03-09,518.530029296875,523.7279615753591,498.72162634293323,519.7943711179868,34420590
2020-03-11,521.5738525390625,524.4771855220977,511.36525588404527,517.4529375017124,35538240
2020-03-12,478.2575988769531,505.74582684888327,469.89875567145094,503.4044109838421,59000770
2020-03-13,500.9693603515625,506.4248135754614,430.44589748797796,458.9409170760663,66342364
2020-03-16,468.0490417480469,485.6096611232863,465.9417674230182,484.6730947566068,31986322
2020-03-17,456.6228942871094,472.9659878750914,447.06993504738654,472.02942156246746,42676838
2020-03-18,410.63751220703125,465.00517535513353,405.0649312005947,461.25891009547485,61181406
2020-03-19,419.3710021972656,430.797123387196,372.2851334836943,396.63585919583534,67220048
2020-03-20,413.4237976074219,428.291788701066,386.1228936935504,409.7477860453103,88637464
2020-03-23,361.30389404296875,392.77253052054516,358.23664482648826,372.09781599100097,50276954
2020-03-24,359.5010070800781,379.30938010241215,345.9442031489592,372.40220311906575,61057272
2020-03-25,401.2016296386719,406.2122655705244,353.67088507103233,360.7887953925831,47228042
2020-03-26,421.9699401855469,439.1091208338975,393.8261339595392,407.45316235826306,57043156
2020-03-27,423.5386962890625,462.9681428216212,408.3897193965008,442.50416366503134,55235936
2020-03-30,389.4477233886719,415.3671863223129,387.7384783256765,412.0892040176272,39268444
2020-03-31,403.6133117675781,409.09220248139343,392.4213315705204,399.8202006021609,35211092
2020-04-01,388.5111389160156,404.52640027883086,383.992194945246,404.52640027883086,29103504
2020-04-03,381.11224365234375,395.2309925560881,379.309364893876,394.7627093895524,34996280
2020-04-07,419.6285400390625,424.8733172948404,395.86316900101804,409.2794933448452,60412638
2020-04-08,416.2569274902344,442.5276022886432,405.5800481886744,412.06578733951307,56219352
